 Investigation Type , Accident Number , Event Date , Location , Latitude , Longitude , Airport Code , Airport Name , Injury Severity , Aircraft Damage , Aircraft Category , Registration Number , Make , Model , Number of Engines , Engine Type , FAR Description , Schedule , Purpose of Flight , Air Carrier , Total Fatal Injuries , Total Serious Injuries , Total Minor Injuries , Total Uninjured , Weather Condition , Broad Phase of Flight , Publication Date 
 Accident , ATL05CA030 ,11/27/2004," Statesville, NC ",35.765,-80.956667, SVH , Statesville Regional , Non-Fatal , Substantial , Airplane , N2201 , Mooney , M20J ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , DESCENT ,1/24/2005
 Accident , NYC05CA023 ,11/26/2004," Appomattox, VA ",37.251111,-78.834722, 94VA , Highview Farms Airport , Non-Fatal , Substantial , Airplane , N33061 , Piper , PA-28-180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , APPROACH ,2/24/2005
 Accident , IAD05CA018 ,11/25/2004," York, PA ",39.916945,-76.872778, THV , York , Non-Fatal , Substantial , Airplane , N720GP , Piper , PA 28-181 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,4, IMC , TAKEOFF ,2/24/2005
 Accident , MIA05CA032 ,11/21/2004," Zephyrhills, FL ",29.228056,-82.155833,  ,  , Non-Fatal , Substantial , Airplane , N7493X , Cessna , 172B ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , OTHER ,2/24/2005
 Accident , CHI05CA035 ,11/21/2004," Anderson, IN ",40.108611,-85.613056, AID , ANDERSON MUNICIPAL-DARLINGTON , Non-Fatal , Substantial , Airplane , N967SA , Cessna , 172S ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , IAD05CA014 ,11/19/2004," Mansfield, MA ",42,-71.196666, 1B9 , Mansfield Municipal Airport , Non-Fatal , Substantial , Airplane , N2120M , Cessna , 172S ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , TAXI ,2/24/2005
 Accident , CHI05CA034 ,11/19/2004," Lakeville, MN ",44.627778,-93.228056,  ,  , Non-Fatal , Substantial , Airplane , N737CR , Cessna , 172N ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, IMC , LANDING ,6/28/2006
 Accident , ATL05CA027 ,11/19/2004," Huntsville, AL ",34.640277,-86.773056, KHSV , Huntsville International , Non-Fatal , Substantial , Airplane , N38047 , Beech , A36TC ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,3, IMC , APPROACH ,6/28/2006
 Accident , MIA05CA047 ,11/18/2004," Vicksburg, MS ",32.239166,-90.928334, KVKS , Vicksburg Municipal Airport , Non-Fatal , Substantial , Airplane , N756KQ , Cessna , TR182 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,3/30/2005
 Accident , IAD05CA015 ,11/18/2004," Binghamton, NY ",42.208611,-75.979723, BGM , BINGHAMTON REGIONAL/EDWIN A LI , Non-Fatal , Substantial , Airplane , N55510 , SOCATA , TB 21-TC ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, IMC , APPROACH ,2/24/2005
 Accident , ATL05CA024 ,11/14/2004," Wilmington, NC ",34.2675,-77.818056, KILM , Wilmington International , Non-Fatal , Substantial , Airplane , N75776 , Cessna , 172N ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , CRUISE ,1/24/2005
 Accident , CHI05CA031 ,11/13/2004," Sikeston, MO ",36.898889,-89.561667,  ,  , Non-Fatal , Substantial , Airplane , N3464Q , Piper , PA-28R-201T ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , TAXI ,1/24/2005
 Accident , LAX05CA031 ,11/10/2004," North Las Vegas, NV ",36.288333,-115.294166, VGT , North Las Vegas , Non-Fatal , Substantial , Airplane , N6663P , Cessna , P210N ,1, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,1,, VMC , APPROACH ,2/24/2005
 Accident , LAX05CA030 ,11/10/2004," Rancho Cordova, CA ",38.576111,-121.259722, MHR , Sacramento Mather , Non-Fatal , Substantial , Airplane , N6416W , Cessna , P210N ,1, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,,2, VMC , CRUISE ,2/24/2005
 Accident , MIA05CA034 ,11/7/2004," Fort Pierce, FL ",27.341944,-80.521945, FD88 , Aero Acres Airport , Non-Fatal , Substantial , Airplane , N4545M , Beech , 58 ,2, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , MIA05CA022 ,11/7/2004," Pierson, FL ",29.249722,-81.459167, 2J8 , Pierson Municipal Airport , Non-Fatal , Substantial , Airplane , N1826G , Champion , 7GCBC ,1, Reciprocating , Part 91: General Aviation ,  , Other Work Use ,  ,,,,1, VMC , TAXI ,1/24/2005
 Accident , NYC05CA018 ,11/6/2004," Millbrook, NY ",41.707222,-73.737777, 44N , Sky Acres Airport , Non-Fatal , Substantial , Airplane , N14288 , Kinner , Sportster ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , CHI05CA022 ,11/6/2004," Morris, IL ",41.425556,-88.418611,  ,  , Non-Fatal , Substantial , Airplane , N2245M , Piper , PA-28-181 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , STANDING ,1/24/2005
 Accident , ATL05CA021 ,11/6/2004," Rocky Mount, NC ",35.896111,-79.765, RWI , Rocky Mount - Wilson Regional , Non-Fatal , Substantial , Airplane , N49196 , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , LAX05CA028 ,11/5/2004," Chandler, AZ ",33.298611,-111.915833, P19 , Stellar Airpark , Non-Fatal , Substantial , Airplane , N20519 , Cessna , 172S ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , DEN05CA021 ,11/5/2004," Angel Fire, NM ",36.32,-105.294166, AXX , ANGEL FIRE , Non-Fatal , Substantial , Airplane , N80791 , Temco , GC-1B ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , DEN05CA020 ,11/5/2004," Santa Rosa, NM ",34.933611,-104.643333, NONE , Off Airport , Non-Fatal , Substantial , Airplane , N2695W , Mooney , M20E ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , CRUISE ,1/24/2005
 Accident , DEN05CA018 ,11/2/2004," Salt Lake City, UT ",40.62,-111.993333, U42 , SALT LAKE CITY MUNI 2 , Non-Fatal , Substantial , Airplane , N8504G , Aircraft Mfg & Dev. Co. (AMD) , CH 2000 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , ATL05CA019 ,11/2/2004," Columbia, SC ",33.9425,-81.121389, KCAE , Columbia Metropolitan Airport , Non-Fatal , Substantial , Airplane , N4874G , Cessna , 172N ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , APPROACH ,6/28/2006
 Accident , CHI05CA027 ,10/31/2004," Morris, IL ",41.421945,-88.417778,  ,  , Non-Fatal , Substantial , Airplane , N814FA , Cessna , T182T ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , LANDING ,1/24/2005
 Accident , MIA05FA017 ,10/30/2004," Jacksonville, FL ",30.277223,-81.799722, KHEG , Herlong Airport , Fatal(1) , Substantial , Airplane , N2588X , Cessna , P206 ,1, Reciprocating , Part 91: General Aviation ,  , Skydiving ,  ,1,4,1,, VMC , TAKEOFF ,12/10/2014
 Accident , ANC05CA012 ,10/30/2004," Skwentna, AK ",61.95,-151.196666,  ,  , Non-Fatal , Substantial , Airplane , N86901 , Bellanca , 8GCBC ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , ANC05CA011 ,10/30/2004," Talkeetna, AK ",62.323056,-150.083333, TKA , TALKEETNA , Non-Fatal , Substantial , Airplane , N4851E , Champion , 7FC ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , LAX05CA019 ,10/29/2004," Vacaville, CA ",38.376667,-121.962222, VCB , Nut Tree Airport , Non-Fatal , Substantial , Airplane , N8158D , Piper , PA-22-160 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , ANC05CA013 ,10/29/2004," Skwentna, AK ",61.95,-151.183333,  ,  , Non-Fatal , Substantial , Airplane , N185CQ , Cessna , 185 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , LANDING ,1/24/2005
 Accident , LAX05CA024 ,10/28/2004," Petaluma, CA ",38.257778,-122.605556, KO69 , Petaluma , Non-Fatal , Substantial , Airplane , N9081L , Champion , 7GCAA ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , STANDING ,1/24/2005
 Accident , DEN05CA016 ,10/28/2004," Santa Teresa, NM ",31.881111,-106.704722, 5T6 , DONA ANA COUNTY AT SANTA TERES , Non-Fatal , Substantial , Airplane , N5290B , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , TAKEOFF ,1/24/2005
 Accident , ATL05CA016 ,10/28/2004," Mobile, AL ",30.626389,-88.067778, MOB , Mobile Regional Airport , Non-Fatal , Substantial , Airplane , N2845Q , Cessna , 172 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,4, VMC , CRUISE ,3/30/2005
 Accident , LAX05CA017 ,10/25/2004," Imperial, CA ",32.834166,-115.578611, IPL , Imperial County Airport , Non-Fatal , Substantial , Airplane , N4734B , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , LAX05CA016 ,10/25/2004," Las Vegas, NV ",35.972778,-115.134444, HND , Henderson Executive Airport , Non-Fatal , Substantial , Airplane , N4894V , Bellanca , BL17-30 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , APPROACH ,1/24/2005
 Accident , DFW05CA011 ,10/25/2004," Abilene, TX ",32.411111,-99.681667, ABI , Abilene Regional Airport , Non-Fatal , Substantial , Airplane , N9284J , Piper , PA-28 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, IMC , LANDING ,1/24/2005
 Accident , DEN05CA015 ,10/25/2004," Draper, UT ",40.633333,-111.883333, PVU , PROVO MUNI , Non-Fatal , Substantial , Airplane , N8175M , Cessna , 310I ,2, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2,, IMC , CRUISE ,1/24/2005
 Accident , NYC05CA011 ,10/23/2004," Lehighton, PA ",40.809444,-75.761389, 22N , Jake Arner Memorial , Non-Fatal , Substantial , Airplane , N586FL , Piper , PA-28-140 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , ATL05CA015 ,10/20/2004," West Columbia, SC ",33.938889,-81.119445, KCAE , Columbia Metropolitan Airport , Non-Fatal , Substantial , Airplane , N37CJ , Cessna , 172SP ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , MIA05CA014 ,10/19/2004," Valkaria, FL ",27.961944,-80.559722, X59 , Valkaria , Non-Fatal , Substantial , Airplane , N607FT , Piper , PA-28-161 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,12/28/2004
 Accident , DCA05MA004 ,10/19/2004," Kirksville, MO ",,, IRK , KIRKSVILLE REGIONAL , Fatal(13) , Destroyed , Airplane , N875JX , British Aerospace , Jetstream 32 ,2, Turbo Prop , Part 121: Air Carrier , SCHD ,  , CORPORATE AIRLINES ,13,2,,, IMC , APPROACH ,7/24/2009
 Accident , CHI05CA010 ,10/19/2004," Chesterfield, MO ",38.662222,-90.651944,  ,  , Non-Fatal , Substantial , Airplane , N558B , Beech , B-55 ,2, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,,1, IMC , LANDING ,1/24/2005
 Accident , CHI05CA006 ,10/17/2004," Altoona, WI ",44.865833,-91.484166,  ,  , Non-Fatal , Substantial , Airplane , N5520W , Piper , PA-28-160 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , DESCENT ,12/28/2004
 Accident , ATL05CA006 ,10/17/2004," Auburn, AL ",32.608889,-85.433889, AUO , AUBURN-OPELIKA ROBERT G. PITTS , Non-Fatal , Substantial , Airplane , N29459 , Cessna , 177 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , ATL05CA004 ,10/17/2004," Jasper, GA ",34.451944,-84.450556, JZP , PICKENS COUNTY , Non-Fatal , Substantial , Airplane , N1491K , Luscombe , LL-8 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , LANDING ,12/28/2004
 Accident , CHI05CA007 ,10/16/2004," Port Austin, MI ",44.047777,-82.914167, 29C , Grindstone Air Harbor Airport , Non-Fatal , Substantial , Airplane , N555MN , Cirrus Design Corp. , SR22 ,1, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , NYC05CA007 ,10/15/2004," New Market, VA ",38.650556,-78.700556, 8W2 , New Market Airport , Non-Fatal , Substantial , Airplane , N130SV , Beech , A23 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , TAKEOFF ,12/28/2004
 Accident , DFW05CA008 ,10/15/2004," Reserve, LA ",30.086944,-90.5825, 1L0 , St. John the Baptist Parish Ai , Non-Fatal , Substantial , Airplane , N88390 , Piper , PA-22 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , ANC05CA007 ,10/15/2004," Wasilla, AK ",61.602778,-149.575, 43AK , Kalmbach Strip , Non-Fatal , Substantial , Airplane , N9146D , Piper , PA-18 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , APPROACH ,1/24/2005
 Accident , LAX05CA006 ,10/14/2004," Placerville, CA ",38.724167,-120.753056, PVF , Placerville Airport , Non-Fatal , Substantial , Airplane , N6071C , Cessna , 182RG ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2,, VMC , LANDING ,12/28/2004
 Accident , DFW05CA003 ,10/13/2004," Coahoma, TX ",32.307222,-101.342777,  ,  , Non-Fatal , Substantial , Airplane , N8886S , Air Tractor , AT-301 ,1, Reciprocating , Part 137: Agricultural ,  , Aerial Application ,  ,,,,1, VMC , LANDING ,1/24/2005
 Accident , LAX05CA005 ,10/12/2004," Winslow, AZ ",35.025556,-110.726389, INW , WINSLOW LINDBERGH REGIONAL , Non-Fatal , Substantial , Airplane , N50338 , Bellanca , 7GCBC ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,12/28/2004
 Accident , ANC05CA005 ,10/11/2004," Chefornak, AK ",60.149166,-164.285555,  ,  , Non-Fatal , Substantial , Airplane , N5277J , Cessna , 207 ,1, Reciprocating , Part 135: Air Taxi & Commuter , SCHD ,  , Hageland Aviation ,,,,3, VMC , APPROACH ,1/24/2005
 Accident , ANC05CA004 ,10/10/2004," King Salmon, AK ",58.666667,-156.566667,  ,  , Non-Fatal , Substantial , Airplane , N5001R , Cessna , 185F ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,3, VMC , TAKEOFF ,1/24/2005
 Accident , NYC05CA004 ,10/9/2004," Jaffery, NH ",42.808611,-72.005, AFN , Silver Ranch Airport , Non-Fatal , Substantial , Airplane , N49738 , Boeing Stearman , B75-N1 ,1, Reciprocating , Part 91: General Aviation ,  , Other Work Use ,  ,,,2,, VMC , TAKEOFF ,12/28/2004
 Accident , NYC05CA003 ,10/9/2004," Eliot, ME ",43.1725,-70.798889, PSM , Pease International Tradeport , Non-Fatal , Substantial , Airplane , N80657 , Cessna , 172M ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , CRUISE ,12/28/2004
 Accident , DFW05CA001 ,10/9/2004," Hearne, TX ",30.871667,-96.622223, LHB , Hearne Municipal AIrport , Non-Fatal , Substantial , Airplane , N5529K , Bellanca , 7ECA ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,1, IMC , TAXI ,12/28/2004
 Accident , ATL05CA002 ,10/9/2004," Knoxville, TN ",35.885555,-83.9575, TN98 , Sky Ranch Airport , Non-Fatal ,  , Airplane , N78211 , Cessna , 172K ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,1,,, VMC , TAKEOFF ,12/28/2004
 Accident , DEN05CA007 ,10/8/2004," Broomfield, CO ",39.913889,-105.116667, BJC , Jeffco Airport , Non-Fatal , Substantial , Airplane , N14DV , Mooney , M20E ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , LAX05CA003 ,10/4/2004," San Jose, CA ",37.318056,-121.819723, RHV , Reid-Hillview Airport , Non-Fatal , Substantial , Airplane , N24373 , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , APPROACH ,12/28/2004
 Accident , CHI05CA002 ,10/3/2004," Marion, IA ",42.031111,-91.529445, C17 , Marion Airport , Non-Fatal , Substantial , Airplane , N7841N , Piper , PA-28-180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2,, VMC , GO-AROUND ,12/28/2004
 Accident , CHI05CA001 ,10/3/2004," Beatrice, NE ",40.301389,-96.754167, BIE , Beatrice Municipal Airport , Non-Fatal , Destroyed , Airplane , N173DC , Piper , PA-23-180 ,2, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , TAKEOFF ,12/28/2004
 Accident , SEA05CA003 ,10/1/2004," Medford, OR ",42.374167,-122.873611,  ,  , Non-Fatal , Substantial , Airplane , N2849Z , Piper , PA-22/20 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , LAX05CA001 ,10/1/2004," Nogales, AZ ",31.417778,-110.847777, OLS , Nogales International , Non-Fatal , Substantial , Airplane , N4835F , Cessna , TU206A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAXI ,12/28/2004
 Accident , DEN05CA001 ,10/1/2004," Santa Fe, NM ",35.616667,-106.088333, SAF , Santa Fe Municipal Airport , Non-Fatal , Substantial , Airplane , N714MX , Cessna , 185F ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , ATL04CA197 ,9/30/2004," Sevierville, TN ",35.811667,-83.724445, TN20 , Seymour AirPark , Non-Fatal , Substantial , Airplane , N45667 , Cessna , 150M ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,12/28/2004
 Accident , CHI04CA286 ,9/29/2004," Oxford, IA ",41.755,-91.727778,  ,  , Non-Fatal , Substantial , Airplane , N61111 , Cessna , C-150J ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/28/2004
 Accident , ATL04CA196 ,9/29/2004," Charlotte, NC ",35.213611,-80.669445, SA6 , Wilgrove Air Park , Non-Fatal , Substantial , Airplane , N41985 , Piper , PA-28-180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/3/2004
 Accident , FTW04CA246 ,9/28/2004," Gilbert, LA ",32.014167,-91.663889,  ,  , Non-Fatal , Substantial , Airplane , N8661H , Grumman , G-164A ,1, Reciprocating , Part 137: Agricultural ,  , Aerial Application ,  ,,,,1, VMC , TAKEOFF ,12/3/2004
 Accident , FTW04CA245 ,9/28/2004," Houston, TX ",29.818334,-95.676667, IWS , West Houston Airport , Non-Fatal , Substantial , Airplane , N189W , Cessna , 172H ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAXI ,12/3/2004
 Accident , ANC04CA119 ,9/28/2004," Haines, AK ",59.243889,-135.523611,  ,  , Non-Fatal , Substantial , Airplane , N3002T , Piper , PA-28-181 ,1, Reciprocating , Part 91: General Aviation ,  , Positioning ,  ,,,,2, VMC , TAKEOFF ,1/24/2005
 Accident , SEA04CA194 ,9/27/2004," Friday Harbor, WA ",48.595833,-122.993055,  ,  , Non-Fatal , Substantial , Airplane , N757RD , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,,2, VMC , LANDING ,12/3/2004
 Accident , DFW05CA021 ,9/27/2004," Roanoke, TX ",33.076667,-97.232778,  ,  , Non-Fatal , Substantial , Airplane , N28086 , Bellanca , BL-17-30A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,1/24/2005
 Accident , ANC04CA116 ,9/27/2004," Talkeetna, AK ",62.361944,-151.079167,  ,  , Non-Fatal , Substantial , Airplane , N3685Z , Piper , PA-18-180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,1/24/2005
 Accident , CHI04CA288 ,9/26/2004," St. James, MO ",38.005556,-91.6075,  ,  , Non-Fatal , Substantial , Airplane , N4179E , Aeronca , 7BCM ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , GO-AROUND ,12/28/2004
 Accident , CHI04CA287 ,9/25/2004," Washington, MO ",38.591666,-90.997777, MO49 , Dummy , Non-Fatal , Substantial , Airplane , N4637K , Cessna , 182P ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,12/28/2004
 Accident , ATL04CA193 ,9/25/2004," Anderson, SC ",34.586666,-82.673056,  ,  , Non-Fatal , Substantial , Airplane , N29650 , Cessna , 177 ,1, Reciprocating , Part 91: General Aviation ,  , Business ,  ,,,,4, VMC , CRUISE ,12/3/2004
 Accident , NYC04CA216 ,9/24/2004," New Milford, CT ",41.5,-73.456667,  ,  , Non-Fatal , Substantial , Airplane , N44LD , Consolidated Aeronautics Inc. , Lake LA-4-200 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , LANDING ,12/3/2004
 Accident , ANC04CA114 ,9/24/2004," Willow, AK ",62.083333,-149.516667,  ,  , Non-Fatal , Substantial , Airplane , N1018D , de Havilland , DHC-2 ,1, Reciprocating , Part 135: Air Taxi & Commuter , NSCH ,  , SUSITNA AIR SERVICE INC ,,,,3, VMC , LANDING ,12/28/2004
 Accident , SEA04CA193 ,9/23/2004," Deer Harbor, WA ",48.5975,-122.9975, NONE , Crane Island , Non-Fatal , Substantial , Airplane , N56775 , Piper , PA-28 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,12/3/2004
 Accident , CHI04CA281 ,9/22/2004," Jackson, MI ",42.259722,-84.459444, JXN , Jackson County-Reynolds Field , Non-Fatal , Substantial , Airplane , N98222 , Piper , PA-28-140 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,12/3/2004
